id,sentiment,text
12497,Positive,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
12498,Positive,"@kvlxi19xx Yes he does and never claimed that he would do that.
#DUH #DonaldTrump  #GOPDebates"
12499,Negative,What about the Manson Family? #GOPDebates  https://t.co/mz3W3oRACw
12500,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12501,Negative,Tax the pimps! #GOPdebates
12502,Negative,You know. Huckabee- I can see it. It's like this country is overflowing with pimps... 😒#GOPDebates
12503,Negative,RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF
12504,Negative,RT @Kiarri_: Huckabee looks like one of those Muppets up in the balcony. His name even sounds like one. #GOPDebates
12505,Negative,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …
12506,Negative,Ignore the fact that our Allies negotiated the Iran deal with us. Why not just bomb them?  #GOPDebates
12507,Negative,“@JimmyJames38: Why is Huckster getting so much air time? #GOPDebates” maybe because he's worked for Fox News?
12508,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12509,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12510,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12511,Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12512,Neutral,"""Social issues... next.""

Uh oh.

#GOPdebates http://t.co/8LveUHTJuj"
12513,Neutral,I wish they would show out takes of Dick Cheney #GOPdebates
12514,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12515,Negative,Does #donaldtrump know that the USA can't declare bankruptcy and stiff our Chinese creditors?  #askingforafriend #gopdebates
12516,Negative,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate"
12517,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12518,Neutral,RT @_alexandragold_: *Roots for small businesses* *Campaign is almost completely funded through large corporations* #GOPDebates
12519,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12520,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12521,Negative,Damn... I'd turn Republican for this. #GOPDebates http://t.co/jP3gDzjWCm
12522,Negative,RT @fergie_spuds: You would do a far better job @Frank_Underwood @KevinSpacey #GopDebates
12523,Negative,"Ugh, every time the GOP invokes Reagan it means the Redline is on delay…again #GOPDebates #ZombieReaganRises"
12524,Negative,"@megynkelly and @BretBaier are the GOP's new Trump attack dog.  

Never saw that coming.  

#GOPDebates @FoxNews #Shameful"
12525,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12526,Neutral,having @hannibalburess RT me might have made this and all #GOPDebates worth it. #hardswoon
12527,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12528,Neutral,"HEADLINE: Huckabee comes out strong for Gun Reform: ""If someone points a gun at you...take them seriously."" #GOPDebates #NRA"
12529,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12530,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12531,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
12532,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12533,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12534,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12535,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12536,Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates
12537,Positive,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12538,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12539,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates-sorry acting like democrat"
12540,Positive,Social issues next. Dis will be goooood #GOPDebates
12541,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
12542,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12543,Negative,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
12544,Negative,Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined #BOOM #GopDebates
12545,Negative,"RT @PuestoLoco: Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bg…"
12546,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12547,Negative,"#GOPDebates Reps. so angry about the Iran Deal, fair enough, but please offer a solution instead of whining about an attempt at peace/talks"
12548,Negative,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸
12549,Negative,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
12550,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
12551,Negative,@GovMikeHuckabee no one takes you seriously #GOPDebates
12552,Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
12553,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12554,Negative,RT @_HerKing__: For your entertainment. #GOPDebates http://t.co/rEAvo89PTj
12555,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12556,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12557,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12558,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12559,Negative,RT @ScottLinnen: You screwed Atlantic City more ways than the Kama Sutra with Trump Taj Mahal. #GOPDebates
12560,Neutral,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
12561,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12562,Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
12563,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12564,Negative,These candidates know that stupid pipeline doesn't give any oil to the states right? Why would you be for that crap? #GOPDebates
12565,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12566,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12567,Negative,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
12568,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12569,Negative,Trump has a FRESH Gaussian blur on that hair #Republicandebate #GopDebates
12570,Negative,#GOPDebates if Jed bush wins presidency does that mean we get more of that hilarious show LIL BUSH? ✋👊
12571,Negative,RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional
12572,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12573,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
12574,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12575,Negative,"RT @jsc1835: Dear Rand Paul: Did you READ the Iran Agreement?  .. I doubt it.
#GOPDebates"
12576,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12577,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12578,Negative,"Ok. This has gotten boring now. See you soon, Jeb. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate"
12579,Neutral,Oh here we go for Mr. Adelson love #Israel #Huckster #GOPDebates
12580,Negative,RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional
12581,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12582,Positive,Great answer @GovMikeHuckabee #GOPDebates
12583,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12584,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12585,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12586,Negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
12587,Negative,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
12588,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
12589,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12590,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
12591,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12592,Negative,RT @winkbarry: Take care of people who've worked hard and played by the rules? #WRONG #Christie! You're not paying into NJ pension. #GOPDeb…
12593,Neutral,This would be much better if they'd had a bracketed battle bot competition. Only the 4 finalist bot builders get to debate. #GOPdebates
12594,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12595,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12596,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12597,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12598,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12599,Negative,"RT @Farrellelisms: Please end these excruciating introductory childhood anecdotes, I am trying to stay awake #GOPDebates"
12600,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12601,Negative,Huckabee. I'm calling bullshit about partisan politics..#GOPDebates
12602,Negative,Why is Huckster getting so much air time? #GOPDebates
12603,Negative,"Dear Rand Paul: Did you READ the Iran Agreement?  .. I doubt it.
#GOPDebates"
12604,Negative,I don't think you actually read it Huckabee. #GOPDebates
12605,Negative,Huckabee looks like one of those Muppets up in the balcony. His name even sounds like one. #GOPDebates
12606,Negative,RT @emberlivi: I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING #GOPDebates #ZOMBIEREAGAN
12607,Positive,@MikeHuckabeeGOP is great at this stuff. #GOPDebates
12608,Negative,"Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bgzYsySfSU"
12609,Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
12610,Positive,You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
12611,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12612,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12613,Negative,Leave it to the #GOPDebates to make me break my #socialmediafast. What a bunch of asshats!
12614,Negative,😂 RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12615,Neutral,.@GovMikeHuckabee : @BarackObama trusts his enemies and vilifies anyone who disagrees with him (re: #IranDeal) #GOPDebates
12616,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12617,Neutral,"""We got nothing"" on Iran deal, @MikeHuckabeeGOP says at #GOPdebates #LZDebates"
12618,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12619,Negative,For your entertainment. #GOPDebates http://t.co/rEAvo89PTj
12620,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12621,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12622,Negative,RT @JimmyJames38: Flat tax for the win #GOPDebates
12623,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12624,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12625,Negative,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
12626,Negative,I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING #GOPDebates #ZOMBIEREAGAN
12627,Positive,@GovMikeHuckabee yes I agree #GOPDebates
12628,Negative,"I DARE one of you guys to pronounce ""Iran"" correctly. #GOPDebates"
12629,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12630,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12631,Neutral,RT @fergie_spuds: You would do a far better job @Frank_Underwood @KevinSpacey #GopDebates
12632,Neutral,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates
12633,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12634,Negative,"@RWSurferGirl This #GOPDebates is so biased against Trump and others, it's not funny!"
12635,Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
12636,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12637,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12638,Negative,"""I sympathize with child molestors"" what I assume @MikeHuckabeeGOP is saying anytime his mouth opens #GOPDebates"
12639,Negative,Scott Walker remembers tying a yellow ribbon.. He was 5 years old going on 6 then. Heck of a memory. #GOPdebates
12640,Neutral,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates
12641,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12642,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
12643,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12644,Negative,RT @thisbrokenwheel: People who five minutes ago were advocating for more violence in the Middle East now straight-faced defend the sanctit…
12645,Negative,Yeah I'm skipping the #GOPDebates #mentalhealth
12646,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12647,Negative,WHY WHY WHY with ALWAYS the Reagan stuff?! #letitgo #GOPDebates
12648,Neutral,Ronald Reagan is their go to guy forever #GOPDebates
12649,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12650,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12651,Negative,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates"
12652,Negative,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
12653,Negative,RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional
12654,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12655,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12656,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12657,Negative,Is @FoxNews going to ask #Trump2016 any more POLICY questions? Or just character smears? #GOPDebate #GOPDebates #MakeAmericaGreatAgain
12658,Neutral,"Watch, listen, learn, be aware! #GOPDebates"
12659,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12660,Positive,RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF
12661,Neutral,Walked into the Donald Trump Show #GopDebates
12662,Neutral,RT @brandnewsheriff: This debate reminds me how much I'm gonna miss #JonStewart #GOPDebates #GOPDebate #TheDailyShow @jonstewartbooks
12663,Neutral,Sitting in my lap. Watching the #gopdebates https://t.co/3e3PwiXgRw
12664,Positive,"CDM @RWSurferGirl  3m3 minutes ago
Thanks Fox News, you're raising @realDonaldTrump 's ratings. 󾓬󾓦 #GOPDebate  #GOPDebates"
12665,Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12666,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
12667,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12668,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12669,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12670,Neutral,"@D_Copperfield Watching the #GOPdebates, eh?"
12671,Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
12672,Positive,Good show. Bring on #JonVoyage. Prediction: Trump goes independent.  #GOPDebate #GopDebates @FoxNews see ya once y'all narrow it to 1. Gah!
12673,Negative,Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
12674,Positive,Trump: This country owns $19 Trillion Dollars and they need someone like me to fix it #QUDebates #GOPDebates
12675,Negative,"RT @SwayzeGuy: Some of these guys are nailing it, unfortunately @megynkelly put herself at the center of tomorrow's headlines. Pathetic. #G…"
12676,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12677,Negative,Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
12678,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
12679,Negative,"RT @capitalV: If the moderators followed up every lip service rant with ""ok, how?"" this debate would reveal everything you need to know. #G…"
12680,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12681,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12682,Neutral,RT @RememberZion: Rubio wants to repeal #DoddFrank #GOPDebates
12683,Negative,Shame on @Foxnews. They R doing what @Obama does - trying 2 make  winners &amp; losers. Loving @realDonaldTrump #GOPdebates
12684,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates"
12685,Negative,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
12686,Negative,RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…
12687,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12688,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12689,Neutral,"How is #Rand ""a Reagan conservative?""  #GOPDebates"
12690,Negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12691,Negative,You would do a far better job @Frank_Underwood @KevinSpacey #GopDebates
12692,Neutral,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
12693,Negative,RT @NYCdeb8tr: We need a good and bad egg chute...to weed out these politicians...boos just aren't cutting it. #GOPDebates http://t.co/fon9…
12694,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12695,Negative,"Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
12696,Positive,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates"
12697,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12698,Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12699,Negative,RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional
12700,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12701,Neutral,I'm honestly not sure which quotes in my timeline are from the #GOPDebates answer which are people joking about the #GOPDebacle.
12702,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
12703,Neutral,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
12704,Negative,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates
12705,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12706,Negative,@WubsNet mike Huckabee wants to slap a hoe (with taxes) #GOPDebates
12707,Neutral,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates"
12708,Negative,"Trump sez- Four, FOUR times I've taken advantage of the law, and as your prez, I'd be honored to do it again. #GOPDebates"
12709,Negative,RT @Chatney_Grimm: $40 for a blowjob...plus tax. #GOPDebates
12710,Negative,RT @WillyHCates: #BNRDebates #GOPDebates Is Mike Huckabee about to tax prostitution???
12711,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12712,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
12713,Negative,"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli…"
12714,Negative,"Please end these excruciating introductory childhood anecdotes, I am trying to stay awake #GOPDebates"
12715,Negative,RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. #GOPDebates
12716,Negative,RT @_alexandragold_: *Roots for small businesses* *Campaign is almost completely funded through large corporations* #GOPDebates
12717,Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
12718,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12719,Negative,Walker answering on Iran. First straighten out our Brewers. #GOPdebates
12720,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12721,Negative,"Aww, Scotty Walker tied a yellow ribbon around a tree.  Give him a cookie, and a beer.
#GOPDebates #WhoCares"
12722,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12723,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
12724,Negative,Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
12725,Neutral,"RT @tmservo433: Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #G…"
12726,Negative,"#GOPDebates @FoxNews. Frightening to think the media is giving so much attention to a man who uses the word ""stupid"" SO much!#DonaldTrump"
12727,Neutral,RT @llaughlin: So Trump is rich? #GOPDebates
12728,Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates
12729,Negative,"Maybe, 'Greedy Old Perverts?' #GOPDebates"
12730,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
12731,Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
